metric_date,run_id,city,pollutant,total_records,null_rate,duplicate_rate,stale_rate,outlier_rate,flagged_rate,rejected_rate,pass_rate,quality_status
2025-02-10,run_4168eefe,torrepacheco,o3,287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-02-11,run_4168eefe,torrepacheco,o3,283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-02-14,run_4168eefe,torrepacheco,o3,287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-02-15,run_4168eefe,torrepacheco,o3,287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-02-24,run_4168eefe,torrepacheco,o3,1496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-02-27,run_4168eefe,torrepacheco,o3,1499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-03-12,run_4168eefe,torrepacheco,o3,1506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-03-15,run_4168eefe,torrepacheco,o3,1493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-03-25,run_4168eefe,torrepacheco,o3,1484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-03-31,run_4168eefe,torrepacheco,o3,1512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-04-30,run_4168eefe,torrepacheco,o3,1472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-05,run_4168eefe,torrepacheco,o3,1407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-11,run_4168eefe,torrepacheco,o3,1415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-06-04,run_4168eefe,torrepacheco,o3,1422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-06-05,run_4168eefe,torrepacheco,o3,1427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-06-14,run_4168eefe,torrepacheco,o3,1403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-06-17,run_4168eefe,torrepacheco,o3,1417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-07-12,run_4168eefe,torrepacheco,o3,1392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-07-13,run_4168eefe,torrepacheco,o3,1398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-07-16,run_4168eefe,torrepacheco,o3,1410,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-07-23,run_4168eefe,torrepacheco,o3,1414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-07-24,run_4168eefe,torrepacheco,o3,1400,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-07-30,run_4168eefe,torrepacheco,o3,1407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-02,run_4168eefe,torrepacheco,o3,1423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-05,run_4168eefe,torrepacheco,o3,1366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-07,run_4168eefe,torrepacheco,o3,1385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-11,run_4168eefe,torrepacheco,o3,1400,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-14,run_4168eefe,torrepacheco,o3,1413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-15,run_4168eefe,torrepacheco,o3,1376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-16,run_4168eefe,torrepacheco,o3,1407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-19,run_4168eefe,torrepacheco,o3,1406,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-29,run_4168eefe,torrepacheco,o3,1396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-30,run_4168eefe,torrepacheco,o3,1380,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-09-14,run_4168eefe,torrepacheco,o3,1372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-09-15,run_4168eefe,torrepacheco,o3,1387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-08,run_4168eefe,torrepacheco,so2,1215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-15,run_4168eefe,torrepacheco,so2,1511,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-18,run_4168eefe,torrepacheco,so2,1466,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-07,run_4168eefe,torrepacheco,so2,1265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-12,run_4168eefe,torrepacheco,so2,1577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-14,run_4168eefe,torrepacheco,so2,1533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-01,run_4168eefe,torrepacheco,so2,1357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-12,run_4168eefe,torrepacheco,so2,1422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-21,run_4168eefe,torrepacheco,so2,1396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-04,run_4168eefe,torrepacheco,so2,1423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-06,run_4168eefe,torrepacheco,so2,1433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-10,run_4168eefe,torrepacheco,so2,1370,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-13,run_4168eefe,torrepacheco,so2,1311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-19,run_4168eefe,torrepacheco,so2,1056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-22,run_4168eefe,torrepacheco,so2,1476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-02,run_4168eefe,torrepacheco,so2,1337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-08,run_4168eefe,torrepacheco,so2,1339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-09,run_4168eefe,torrepacheco,so2,1338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-24,run_4168eefe,torrepacheco,so2,1325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-06,run_4168eefe,torrepacheco,so2,1534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-13,run_4168eefe,torrepacheco,so2,1486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-18,run_4168eefe,torrepacheco,so2,1507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-18,run_4168eefe,torrepacheco,so2,1476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-20,run_4168eefe,torrepacheco,so2,1464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-22,run_4168eefe,torrepacheco,so2,1481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-12,run_4168eefe,torrepacheco,so2,1549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-17,run_4168eefe,torrepacheco,so2,1532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-19,run_4168eefe,torrepacheco,so2,1535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-03,run_4168eefe,torrepacheco,so2,1720,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-04,run_4168eefe,torrepacheco,so2,1696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-16,run_4168eefe,torrepacheco,so2,1594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-28,run_4168eefe,torrepacheco,so2,1620,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-16,run_4168eefe,torrepacheco,so2,1615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-17,run_4168eefe,torrepacheco,so2,1589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-29,run_4168eefe,torrepacheco,so2,1613,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-02,run_4168eefe,torrepacheco,so2,1589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-07,run_4168eefe,torrepacheco,so2,1614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-29,run_4168eefe,torrepacheco,so2,1814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-01,run_4168eefe,torrepacheco,so2,1709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-02,run_4168eefe,torrepacheco,so2,1654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-04,run_4168eefe,torrepacheco,so2,1644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-20,run_4168eefe,torrepacheco,so2,1637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-23,run_4168eefe,torrepacheco,so2,1636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-24,run_4168eefe,torrepacheco,so2,1655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-26,run_4168eefe,torrepacheco,so2,1611,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-08,run_4168eefe,torrepacheco,so2,1665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-25,run_4168eefe,torrepacheco,so2,1655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-12,run_4168eefe,torrepacheco,so2,1547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-23,run_4168eefe,torrepacheco,so2,1570,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-01,run_4168eefe,torrepacheco,so2,1099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-25,run_4168eefe,torrepacheco,so2,1571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-09,run_4168eefe,torrepacheco,so2,1562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-12,run_4168eefe,torrepacheco,so2,1549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-21,run_4168eefe,torrepacheco,so2,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-23,run_4168eefe,torrepacheco,so2,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-24,run_4168eefe,torrepacheco,so2,59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-30,run_4168eefe,torrepacheco,so2,49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-03,run_4168eefe,torrepacheco,so2,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-12,run_4168eefe,torrepacheco,so2,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-15,run_4168eefe,torrepacheco,so2,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-19,run_4168eefe,torrepacheco,so2,287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-20,run_4168eefe,torrepacheco,so2,287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-29,run_4168eefe,torrepacheco,so2,287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-27,run_4168eefe,torrepacheco,so2,281,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-02-11,run_4168eefe,torrepacheco,so2,283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-02-12,run_4168eefe,torrepacheco,so2,287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-02-15,run_4168eefe,torrepacheco,so2,287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-02-17,run_4168eefe,torrepacheco,so2,287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-02-23,run_4168eefe,torrepacheco,so2,1496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-03-07,run_4168eefe,torrepacheco,so2,1530,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-03-08,run_4168eefe,torrepacheco,so2,1485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-03-17,run_4168eefe,torrepacheco,so2,1488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-03-23,run_4168eefe,torrepacheco,so2,1471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-03-31,run_4168eefe,torrepacheco,so2,1512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-04-06,run_4168eefe,torrepacheco,so2,1528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-04-13,run_4168eefe,torrepacheco,so2,1494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-04-17,run_4168eefe,torrepacheco,so2,1434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-04-23,run_4168eefe,torrepacheco,so2,1509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-01,run_4168eefe,torrepacheco,so2,1471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-04,run_4168eefe,torrepacheco,so2,1420,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-20,run_4168eefe,torrepacheco,so2,1450,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-29,run_4168eefe,torrepacheco,so2,1424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-06-24,run_4168eefe,torrepacheco,so2,1410,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-06-27,run_4168eefe,torrepacheco,so2,1412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-07-09,run_4168eefe,torrepacheco,so2,1393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-07-18,run_4168eefe,torrepacheco,so2,1386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-07,run_4168eefe,torrepacheco,so2,1385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-26,run_4168eefe,torrepacheco,so2,1385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-09-05,run_4168eefe,torrepacheco,so2,1383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-09-08,run_4168eefe,torrepacheco,so2,1379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-26,run_4168eefe,apba,o3,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-01,run_4168eefe,apba,so2,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-11,run_4168eefe,apba,o3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-07,run_4168eefe,apba,co,591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-10,run_4168eefe,apba,co,674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-18,run_4168eefe,apba,co,934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-26,run_4168eefe,apba,co,893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-29,run_4168eefe,apba,co,815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-30,run_4168eefe,apba,co,434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-02-05,run_4168eefe,apba,co,928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-02-07,run_4168eefe,apba,co,946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-02-26,run_4168eefe,apba,co,884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-30,run_4168eefe,apba,co,1159,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-01,run_4168eefe,apba,co,881,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-10,run_4168eefe,apba,co,965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-22,run_4168eefe,apba,co,949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-23,run_4168eefe,apba,co,1003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-05,run_4168eefe,apba,co,1023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-06,run_4168eefe,apba,co,960,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-21,run_4168eefe,apba,co,972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-22,run_4168eefe,apba,co,991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-08,run_4168eefe,apba,co,1064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-09,run_4168eefe,apba,co,965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-13,run_4168eefe,apba,co,993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-14,run_4168eefe,apba,co,1002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-18,run_4168eefe,apba,co,884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-26,run_4168eefe,apba,co,980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-06,run_4168eefe,apba,co,931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-12,run_4168eefe,apba,co,923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-15,run_4168eefe,apba,co,923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-23,run_4168eefe,apba,co,876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-14,run_4168eefe,apba,co,783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-16,run_4168eefe,apba,co,788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-03,run_4168eefe,apba,co,987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-04,run_4168eefe,apba,co,1038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-05,run_4168eefe,apba,co,993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-06,run_4168eefe,apba,co,1031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-16,run_4168eefe,apba,co,1066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-27,run_4168eefe,apba,co,990,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-11,run_4168eefe,apba,co,971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-13,run_4168eefe,apba,co,880,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-14,run_4168eefe,apba,co,846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-16,run_4168eefe,apba,co,938,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-22,run_4168eefe,apba,co,826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-28,run_4168eefe,apba,co,944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-02,run_4168eefe,apba,co,852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-13,run_4168eefe,apba,co,995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-18,run_4168eefe,apba,co,892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-20,run_4168eefe,apba,co,872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-29,run_4168eefe,apba,co,886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-01,run_4168eefe,apba,co,960,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-04,run_4168eefe,apba,co,937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-10,run_4168eefe,apba,co,968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-12,run_4168eefe,apba,co,945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-26,run_4168eefe,apba,co,921,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-28,run_4168eefe,apba,co,863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-08,run_4168eefe,apba,co,870,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-11,run_4168eefe,apba,co,979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-19,run_4168eefe,apba,co,900,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-02,run_4168eefe,apba,co,961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-13,run_4168eefe,apba,co,900,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-18,run_4168eefe,apba,co,940,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-19,run_4168eefe,apba,co,864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-20,run_4168eefe,apba,co,803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-30,run_4168eefe,apba,co,925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-10,run_4168eefe,apba,co,845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-11,run_4168eefe,apba,co,893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-19,run_4168eefe,apba,co,927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-26,run_4168eefe,apba,co,842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-29,run_4168eefe,apba,co,357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-08,run_4168eefe,apba,co,551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-10,run_4168eefe,apba,co,701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-11,run_4168eefe,apba,co,661,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-12,run_4168eefe,apba,co,514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-15,run_4168eefe,apba,co,788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-25,run_4168eefe,apba,co,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-28,run_4168eefe,apba,co,814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-29,run_4168eefe,apba,co,916,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-10,run_4168eefe,apba,co,1144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-25,run_4168eefe,apba,co,192,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-30,run_4168eefe,apba,co,145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-06,run_4168eefe,apba,co,201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-14,run_4168eefe,apba,co,145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-23,run_4168eefe,apba,co,816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-02,run_4168eefe,apba,co,892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-12,run_4168eefe,apba,co,892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-14,run_4168eefe,apba,co,880,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-22,run_4168eefe,apba,co,123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-03,run_4168eefe,apba,no2,504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-08,run_4168eefe,apba,no2,699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-09,run_4168eefe,apba,no2,678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-25,run_4168eefe,apba,no2,531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-13,run_4168eefe,apba,no2,835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-14,run_4168eefe,apba,no2,948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-21,run_4168eefe,apba,no2,922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-05,run_4168eefe,apba,no2,763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-09,run_4168eefe,apba,no2,791,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-10,run_4168eefe,apba,no2,601,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-14,run_4168eefe,apba,no2,559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-16,run_4168eefe,apba,no2,577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-28,run_4168eefe,apba,no2,758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-01,run_4168eefe,apba,no2,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-06,run_4168eefe,apba,no2,649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-18,run_4168eefe,apba,no2,911,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-11,run_4168eefe,apba,no2,670,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-16,run_4168eefe,apba,no2,848,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-25,run_4168eefe,apba,no2,785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-14,run_4168eefe,apba,no2,684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-17,run_4168eefe,apba,no2,728,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-19,run_4168eefe,apba,no2,636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-02,run_4168eefe,apba,no2,706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-06,run_4168eefe,apba,no2,743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-10,run_4168eefe,apba,no2,687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-13,run_4168eefe,apba,no2,669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-19,run_4168eefe,apba,no2,672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-29,run_4168eefe,apba,no2,792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-01,run_4168eefe,apba,no2,698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-07,run_4168eefe,apba,no2,767,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-11,run_4168eefe,apba,no2,763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-17,run_4168eefe,apba,no2,538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-29,run_4168eefe,apba,no2,781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-30,run_4168eefe,apba,no2,792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-10,run_4168eefe,apba,no2,540,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
