metric_date,run_id,city,pollutant,total_records,null_rate,duplicate_rate,stale_rate,outlier_rate,flagged_rate,rejected_rate,pass_rate,quality_status
2025-04-25,run_4168eefe,torrepacheco,so2,1486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-04-27,run_4168eefe,torrepacheco,so2,1496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-04-28,run_4168eefe,torrepacheco,so2,936,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-07,run_4168eefe,torrepacheco,so2,1400,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-08,run_4168eefe,torrepacheco,so2,1402,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-10,run_4168eefe,torrepacheco,so2,1411,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-05-11,run_4168eefe,torrepacheco,so2,1415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-06-01,run_4168eefe,torrepacheco,so2,1402,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-06-04,run_4168eefe,torrepacheco,so2,1422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-06-06,run_4168eefe,torrepacheco,so2,1419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-07-12,run_4168eefe,torrepacheco,so2,1392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-07-20,run_4168eefe,torrepacheco,so2,1413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-01,run_4168eefe,torrepacheco,so2,1388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-16,run_4168eefe,torrepacheco,so2,1407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-24,run_4168eefe,torrepacheco,so2,1395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-25,run_4168eefe,torrepacheco,so2,1386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-08-30,run_4168eefe,torrepacheco,so2,1380,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-09-01,run_4168eefe,torrepacheco,so2,1413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-09-07,run_4168eefe,torrepacheco,so2,1377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-09-11,run_4168eefe,torrepacheco,so2,1374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-09-15,run_4168eefe,torrepacheco,so2,1387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-25,run_4168eefe,apba,o3,56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-16,run_4168eefe,apba,o3,128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-10,run_4168eefe,apba,no2,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-03,run_4168eefe,apba,so2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-09-01,run_4168eefe,torrepacheco,o3,1413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-03,run_4168eefe,apba,co,411,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-24,run_4168eefe,apba,co,778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-25,run_4168eefe,apba,co,882,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-02-03,run_4168eefe,apba,co,866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-02-17,run_4168eefe,apba,co,986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-07,run_4168eefe,apba,co,837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-10,run_4168eefe,apba,co,783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-11,run_4168eefe,apba,co,698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-18,run_4168eefe,apba,co,1025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-20,run_4168eefe,apba,co,1023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-21,run_4168eefe,apba,co,1022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-26,run_4168eefe,apba,co,1048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-04,run_4168eefe,apba,co,873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-06,run_4168eefe,apba,co,989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-08,run_4168eefe,apba,co,721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-17,run_4168eefe,apba,co,959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-30,run_4168eefe,apba,co,960,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-01,run_4168eefe,apba,co,1019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-04,run_4168eefe,apba,co,659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-10,run_4168eefe,apba,co,1092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-12,run_4168eefe,apba,co,1059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-30,run_4168eefe,apba,co,999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-01,run_4168eefe,apba,co,1078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-17,run_4168eefe,apba,co,866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-20,run_4168eefe,apba,co,566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-01,run_4168eefe,apba,co,873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-05,run_4168eefe,apba,co,1052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-07,run_4168eefe,apba,co,928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-12,run_4168eefe,apba,co,921,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-14,run_4168eefe,apba,co,932,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-21,run_4168eefe,apba,co,914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-24,run_4168eefe,apba,co,851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-01,run_4168eefe,apba,co,1031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-12,run_4168eefe,apba,co,800,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-15,run_4168eefe,apba,co,893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-19,run_4168eefe,apba,co,1001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-25,run_4168eefe,apba,co,882,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-26,run_4168eefe,apba,co,1012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-27,run_4168eefe,apba,co,962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-09,run_4168eefe,apba,co,1035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-13,run_4168eefe,apba,co,1073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-14,run_4168eefe,apba,co,883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-06,run_4168eefe,apba,co,1026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-25,run_4168eefe,apba,co,861,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-03,run_4168eefe,apba,co,855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-04,run_4168eefe,apba,co,862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-28,run_4168eefe,apba,co,868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-17,run_4168eefe,apba,co,855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-19,run_4168eefe,apba,co,949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-22,run_4168eefe,apba,co,913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-23,run_4168eefe,apba,co,864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-04,run_4168eefe,apba,co,874,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-20,run_4168eefe,apba,co,865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-27,run_4168eefe,apba,co,953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-30,run_4168eefe,apba,co,968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-01,run_4168eefe,apba,co,917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-05,run_4168eefe,apba,co,867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-10,run_4168eefe,apba,co,855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-13,run_4168eefe,apba,co,834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-15,run_4168eefe,apba,co,860,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-17,run_4168eefe,apba,co,877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-20,run_4168eefe,apba,co,880,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-23,run_4168eefe,apba,co,876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-26,run_4168eefe,apba,co,995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-01,run_4168eefe,apba,co,875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-05,run_4168eefe,apba,co,845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-23,run_4168eefe,apba,co,878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-24,run_4168eefe,apba,co,801,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-25,run_4168eefe,apba,co,858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-27,run_4168eefe,apba,co,909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-01,run_4168eefe,apba,co,870,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-05,run_4168eefe,apba,co,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-06,run_4168eefe,apba,co,873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-12,run_4168eefe,apba,co,891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-17,run_4168eefe,apba,co,944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-20,run_4168eefe,apba,co,875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-24,run_4168eefe,apba,co,903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-01,run_4168eefe,apba,co,364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-04,run_4168eefe,apba,co,373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-07,run_4168eefe,apba,co,594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-17,run_4168eefe,apba,co,800,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-20,run_4168eefe,apba,co,766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-26,run_4168eefe,apba,co,798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-07,run_4168eefe,apba,co,1054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-12,run_4168eefe,apba,co,1165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-13,run_4168eefe,apba,co,1079,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-18,run_4168eefe,apba,co,1065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-23,run_4168eefe,apba,co,252,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-26,run_4168eefe,apba,co,191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-28,run_4168eefe,apba,co,183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-10,run_4168eefe,apba,co,175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-12,run_4168eefe,apba,co,207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-27,run_4168eefe,apba,co,818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-01,run_4168eefe,apba,co,742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-07,run_4168eefe,apba,co,836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-09,run_4168eefe,apba,co,885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-11,run_4168eefe,apba,co,808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-19,run_4168eefe,apba,co,857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-12,run_4168eefe,apba,no2,629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-01-22,run_4168eefe,apba,no2,537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-22,run_4168eefe,apba,no2,948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-26,run_4168eefe,apba,no2,920,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-01,run_4168eefe,apba,no2,724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-19,run_4168eefe,apba,no2,792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-29,run_4168eefe,apba,no2,693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-30,run_4168eefe,apba,no2,727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-05,run_4168eefe,apba,no2,733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-10,run_4168eefe,apba,no2,884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-15,run_4168eefe,apba,no2,790,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-27,run_4168eefe,apba,no2,712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-28,run_4168eefe,apba,no2,708,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-12,run_4168eefe,apba,no2,710,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-13,run_4168eefe,apba,no2,766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-10-29,run_4168eefe,apba,no2,753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-03,run_4168eefe,apba,no2,758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-15,run_4168eefe,apba,no2,787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-26,run_4168eefe,apba,no2,707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-01,run_4168eefe,apba,no2,696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-09,run_4168eefe,apba,no2,645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-12,run_4168eefe,apba,no2,702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-15,run_4168eefe,apba,no2,729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-27,run_4168eefe,apba,no2,753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-04,run_4168eefe,apba,no2,811,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-25,run_4168eefe,apba,no2,771,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-03,run_4168eefe,apba,no2,526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-12,run_4168eefe,apba,no2,544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-14,run_4168eefe,apba,no2,469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-15,run_4168eefe,apba,no2,536,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-19,run_4168eefe,apba,no2,497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-10,run_4168eefe,apba,no2,572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-14,run_4168eefe,apba,no2,574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-19,run_4168eefe,apba,no2,521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-21,run_4168eefe,apba,no2,502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-07,run_4168eefe,apba,no2,270,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-08,run_4168eefe,apba,no2,274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-12,run_4168eefe,apba,no2,280,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-13,run_4168eefe,apba,no2,281,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-16,run_4168eefe,apba,no2,281,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-20,run_4168eefe,apba,no2,278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-27,run_4168eefe,apba,no2,457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-09,run_4168eefe,apba,no2,461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-14,run_4168eefe,apba,no2,515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-03,run_4168eefe,apba,no2,525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-12,run_4168eefe,apba,no2,464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-14,run_4168eefe,apba,no2,499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-11,run_4168eefe,apba,no2,504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-07,run_4168eefe,apba,no2,473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-09,run_4168eefe,apba,no2,493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-11,run_4168eefe,apba,no2,468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-20,run_4168eefe,apba,no2,513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-22,run_4168eefe,apba,no2,239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-09-23,run_4168eefe,apba,no2,244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-04,run_4168eefe,apba,no2,181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-09,run_4168eefe,apba,no2,194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-14,run_4168eefe,apba,no2,222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-21,run_4168eefe,apba,no2,248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-28,run_4168eefe,apba,no2,236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-30,run_4168eefe,apba,no2,191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-10-31,run_4168eefe,apba,no2,216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-05,run_4168eefe,apba,no2,246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-06,run_4168eefe,apba,no2,207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-16,run_4168eefe,apba,no2,205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-19,run_4168eefe,apba,no2,244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-25,run_4168eefe,apba,no2,56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-11-29,run_4168eefe,apba,no2,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-02,run_4168eefe,apba,no2,86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-05,run_4168eefe,apba,no2,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-07,run_4168eefe,apba,no2,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-09,run_4168eefe,apba,no2,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-12,run_4168eefe,apba,no2,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-17,run_4168eefe,apba,no2,124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-24,run_4168eefe,apba,no2,236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-27,run_4168eefe,apba,no2,196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-29,run_4168eefe,apba,no2,203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-12-31,run_4168eefe,apba,no2,205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-14,run_4168eefe,apba,no2,220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2025-01-17,run_4168eefe,apba,no2,239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-13,run_4168eefe,apba,o3,835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-17,run_4168eefe,apba,o3,984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-22,run_4168eefe,apba,o3,948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-23,run_4168eefe,apba,o3,891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-07-28,run_4168eefe,apba,o3,818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-08-25,run_4168eefe,apba,o3,594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-08,run_4168eefe,apba,o3,622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-11,run_4168eefe,apba,o3,935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-14,run_4168eefe,apba,o3,809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-09-25,run_4168eefe,apba,o3,749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-03,run_4168eefe,apba,o3,758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-08,run_4168eefe,apba,o3,780,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-09,run_4168eefe,apba,o3,712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-11,run_4168eefe,apba,o3,770,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-14,run_4168eefe,apba,o3,684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-20,run_4168eefe,apba,o3,493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-21,run_4168eefe,apba,o3,718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-25,run_4168eefe,apba,o3,718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-26,run_4168eefe,apba,o3,707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-27,run_4168eefe,apba,o3,736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-11-29,run_4168eefe,apba,o3,638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-09,run_4168eefe,apba,o3,645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-13,run_4168eefe,apba,o3,669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-28,run_4168eefe,apba,o3,802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2023-12-30,run_4168eefe,apba,o3,796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-03,run_4168eefe,apba,o3,804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-01-17,run_4168eefe,apba,o3,538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-12,run_4168eefe,apba,o3,544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-14,run_4168eefe,apba,o3,469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-16,run_4168eefe,apba,o3,531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-20,run_4168eefe,apba,o3,526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-26,run_4168eefe,apba,o3,526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-02-27,run_4168eefe,apba,o3,530,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-05,run_4168eefe,apba,o3,532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-08,run_4168eefe,apba,o3,565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-03-13,run_4168eefe,apba,o3,541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-09,run_4168eefe,apba,o3,285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-14,run_4168eefe,apba,o3,284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-04-25,run_4168eefe,apba,o3,482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-05,run_4168eefe,apba,o3,471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-09,run_4168eefe,apba,o3,461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-10,run_4168eefe,apba,o3,507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-14,run_4168eefe,apba,o3,515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-18,run_4168eefe,apba,o3,443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-28,run_4168eefe,apba,o3,507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-05-31,run_4168eefe,apba,o3,441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-07,run_4168eefe,apba,o3,499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-06-16,run_4168eefe,apba,o3,442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-04,run_4168eefe,apba,o3,496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-10,run_4168eefe,apba,o3,499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-18,run_4168eefe,apba,o3,442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-07-27,run_4168eefe,apba,o3,481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-01,run_4168eefe,apba,o3,474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
2024-08-12,run_4168eefe,apba,o3,500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pass
